round_epochs,loss,PR_AUC,val_loss,val_PR_AUC,activation1,activation2,batch_size,dropout1,dropout2,epochs,losses,neurons1,neurons2,optimizer
12,0.0007598429953568112,0.0021217507,0.0007500480510515909,0.0017321488,<function sigmoid at 0x7f7b05e985f0>,<function relu at 0x7f7b05e984d0>,32,0.5,0.5,26,<function logcosh at 0x7f7b088b0cb0>,128,64,SGD
8,0.003954603398886659,0.71849316,0.004418136581624009,0.6607657,<function relu at 0x7f7b05e984d0>,<function relu at 0x7f7b05e984d0>,4096,0.4,0.4,18,<function binary_crossentropy at 0x7f7b088b0e60>,64,128,RMSprop
10,0.0006067445008561316,0.5875372,0.0006110672850671196,0.6589551,<function sigmoid at 0x7f7b05e985f0>,<function sigmoid at 0x7f7b05e985f0>,512,0.5,0.2,10,<function logcosh at 0x7f7b088b0cb0>,8,64,RMSprop
11,0.0002713741125877104,0.722896,0.00029431194464956,0.64554036,<function relu at 0x7f7b05e984d0>,<function sigmoid at 0x7f7b05e985f0>,512,0.2,0.4,18,<function logcosh at 0x7f7b088b0cb0>,64,128,Adam
34,0.013027168669476105,0.18994935,0.012994662160590672,0.31844175,<function relu at 0x7f7b05e984d0>,<function relu at 0x7f7b05e984d0>,2048,0.30000000000000004,0.30000000000000004,34,<function binary_crossentropy at 0x7f7b088b0e60>,16,128,SGD
10,0.020913009152603565,0.29154477,0.01996897052537381,0.522991,<function relu at 0x7f7b05e984d0>,<function relu at 0x7f7b05e984d0>,2048,0.4,0.30000000000000004,10,<function binary_crossentropy at 0x7f7b088b0e60>,128,32,SGD
42,0.0016767066392475184,0.4728097,0.0016489095768860962,0.53057146,<function relu at 0x7f7b05e984d0>,<function relu at 0x7f7b05e984d0>,2048,0.30000000000000004,0.30000000000000004,42,<function logcosh at 0x7f7b088b0cb0>,64,128,SGD
17,0.004543896595615849,0.6884792,0.005629932310236731,0.64284414,<function sigmoid at 0x7f7b05e985f0>,<function relu at 0x7f7b05e984d0>,128,0.1,0.2,42,<function binary_crossentropy at 0x7f7b088b0e60>,16,64,RMSprop
34,0.013201120778378917,0.0017571365,0.012655250242560334,0.0017321488,<function sigmoid at 0x7f7b05e985f0>,<function sigmoid at 0x7f7b05e985f0>,4096,0.1,0.4,34,<function binary_crossentropy at 0x7f7b088b0e60>,16,128,SGD
34,0.011985706625322619,0.017018043,0.011846931007332261,0.12581685,<function sigmoid at 0x7f7b05e985f0>,<function relu at 0x7f7b05e984d0>,512,0.1,0.2,34,<function binary_crossentropy at 0x7f7b088b0e60>,16,64,SGD
34,0.009889613097052496,0.55829275,0.010086680887253511,0.5130971,<function sigmoid at 0x7f7b05e985f0>,<function relu at 0x7f7b05e984d0>,32,0.5,0.5,34,<function binary_crossentropy at 0x7f7b088b0e60>,64,64,SGD
42,0.012521265382012,0.23144156,0.012513057746794674,0.5064637,<function sigmoid at 0x7f7b05e985f0>,<function relu at 0x7f7b05e984d0>,2048,0.1,0.2,42,<function binary_crossentropy at 0x7f7b088b0e60>,8,16,SGD
18,0.007515441410395091,0.55642855,0.007119327425630949,0.6534199,<function relu at 0x7f7b05e984d0>,<function sigmoid at 0x7f7b05e985f0>,4096,0.2,0.2,18,<function binary_crossentropy at 0x7f7b088b0e60>,32,32,Adam
16,0.0002820984936361316,0.7043003,0.00030652083825402523,0.64462304,<function relu at 0x7f7b05e984d0>,<function sigmoid at 0x7f7b05e985f0>,32,0.5,0.30000000000000004,34,<function logcosh at 0x7f7b088b0cb0>,16,64,Adam
18,0.0007850408595335555,0.04877501,0.0007724523465592241,0.36418432,<function sigmoid at 0x7f7b05e985f0>,<function relu at 0x7f7b05e984d0>,64,0.5,0.2,18,<function logcosh at 0x7f7b088b0cb0>,8,64,SGD
18,0.0012082335734506606,0.035404384,0.0010192888145573323,0.36563846,<function sigmoid at 0x7f7b05e985f0>,<function relu at 0x7f7b05e984d0>,512,0.4,0.4,18,<function logcosh at 0x7f7b088b0cb0>,32,16,SGD
10,0.002552261772386608,0.17686236,0.0023850837442635883,0.5278102,<function sigmoid at 0x7f7b05e985f0>,<function relu at 0x7f7b05e984d0>,1024,0.1,0.2,10,<function logcosh at 0x7f7b088b0cb0>,16,32,SGD
26,0.013235023981476166,0.07281249,0.013092738275809562,0.22766075,<function sigmoid at 0x7f7b05e985f0>,<function sigmoid at 0x7f7b05e985f0>,2048,0.4,0.1,26,<function binary_crossentropy at 0x7f7b088b0e60>,16,16,SGD
42,0.000748398759155513,0.10537171,0.0007499357381289636,0.50579596,<function sigmoid at 0x7f7b05e985f0>,<function relu at 0x7f7b05e984d0>,16,0.1,0.4,42,<function logcosh at 0x7f7b088b0cb0>,8,32,SGD
22,0.004184513771468311,0.68993145,0.004156153996821233,0.66972166,<function relu at 0x7f7b05e984d0>,<function relu at 0x7f7b05e984d0>,1024,0.2,0.4,34,<function binary_crossentropy at 0x7f7b088b0e60>,16,128,Adam
34,0.011356479395432733,0.25370753,0.01146225214908137,0.24542266,<function relu at 0x7f7b05e984d0>,<function relu at 0x7f7b05e984d0>,128,0.30000000000000004,0.2,34,<function binary_crossentropy at 0x7f7b088b0e60>,8,16,SGD
10,0.011907973890233823,0.064106524,0.011499224849291593,0.15777317,<function sigmoid at 0x7f7b05e985f0>,<function sigmoid at 0x7f7b05e985f0>,128,0.5,0.4,10,<function binary_crossentropy at 0x7f7b088b0e60>,64,8,SGD
4,0.0007484787476697743,0.0017219527,0.0007513677973497987,0.0017321488,<function sigmoid at 0x7f7b05e985f0>,<function relu at 0x7f7b05e984d0>,1024,0.4,0.2,34,<function logcosh at 0x7f7b088b0cb0>,64,16,RMSprop
16,0.0007699495816947833,0.002014433,0.0007504211574315635,0.0017321488,<function sigmoid at 0x7f7b05e985f0>,<function relu at 0x7f7b05e984d0>,64,0.1,0.5,18,<function logcosh at 0x7f7b088b0cb0>,128,64,SGD
16,0.0007603290869543119,0.01139146,0.000749307786167929,0.029120242,<function relu at 0x7f7b05e984d0>,<function sigmoid at 0x7f7b05e985f0>,512,0.1,0.5,18,<function logcosh at 0x7f7b088b0cb0>,16,16,Adam
3,0.00029450530341276136,0.6911985,0.00030626762433347,0.63912696,<function relu at 0x7f7b05e984d0>,<function sigmoid at 0x7f7b05e985f0>,32,0.30000000000000004,0.2,10,<function logcosh at 0x7f7b088b0cb0>,64,64,Adam
34,0.0010082550995909804,0.0019641477,0.0007622621197615518,0.0017321488,<function sigmoid at 0x7f7b05e985f0>,<function sigmoid at 0x7f7b05e985f0>,4096,0.4,0.5,34,<function logcosh at 0x7f7b088b0cb0>,64,32,Adam
5,0.0003174293910884706,0.6663488,0.00035610866483596124,0.639589,<function sigmoid at 0x7f7b05e985f0>,<function relu at 0x7f7b05e984d0>,16,0.30000000000000004,0.1,18,<function logcosh at 0x7f7b088b0cb0>,128,16,Adam
4,0.0007484830620392126,0.0017254871,0.0007513731314504409,0.0017321488,<function relu at 0x7f7b05e984d0>,<function relu at 0x7f7b05e984d0>,64,0.4,0.4,34,<function logcosh at 0x7f7b088b0cb0>,32,16,RMSprop
26,0.0007487142370771853,0.0020437501,0.0007501292435630055,0.0017321488,<function sigmoid at 0x7f7b05e985f0>,<function sigmoid at 0x7f7b05e985f0>,16,0.4,0.5,42,<function logcosh at 0x7f7b088b0cb0>,32,128,SGD
34,0.008255062124416138,0.691682,0.008583628064871696,0.62499374,<function sigmoid at 0x7f7b05e985f0>,<function relu at 0x7f7b05e984d0>,16,0.1,0.5,34,<function binary_crossentropy at 0x7f7b088b0e60>,16,32,SGD
18,0.001217625291192243,0.049464833,0.0011432594867392242,0.49164185,<function relu at 0x7f7b05e984d0>,<function relu at 0x7f7b05e984d0>,512,0.5,0.30000000000000004,18,<function logcosh at 0x7f7b088b0cb0>,128,16,SGD
29,0.0003620576423573189,0.6843153,0.00040481032595734854,0.6366496,<function sigmoid at 0x7f7b05e985f0>,<function relu at 0x7f7b05e984d0>,64,0.1,0.5,42,<function logcosh at 0x7f7b088b0cb0>,32,8,RMSprop
2,0.0007537657836753268,0.0017708271,0.0007513730462497888,0.0017321488,<function relu at 0x7f7b05e984d0>,<function relu at 0x7f7b05e984d0>,1024,0.4,0.30000000000000004,18,<function logcosh at 0x7f7b088b0cb0>,16,64,RMSprop
26,0.019608808319161872,0.19939256,0.012908563137722566,0.44322005,<function relu at 0x7f7b05e984d0>,<function sigmoid at 0x7f7b05e985f0>,4096,0.2,0.5,26,<function binary_crossentropy at 0x7f7b088b0e60>,32,8,Adam
13,0.007218795009742957,0.5439387,0.007148360734641066,0.6247022,<function sigmoid at 0x7f7b05e985f0>,<function relu at 0x7f7b05e984d0>,64,0.4,0.30000000000000004,42,<function binary_crossentropy at 0x7f7b088b0e60>,8,32,RMSprop
17,0.0003969717494784266,0.6376762,0.00033106548891166323,0.63656616,<function relu at 0x7f7b05e984d0>,<function relu at 0x7f7b05e984d0>,1024,0.30000000000000004,0.2,26,<function logcosh at 0x7f7b088b0cb0>,8,64,RMSprop
26,0.012959566881733256,0.031885456,0.01278139696254767,0.32560152,<function relu at 0x7f7b05e984d0>,<function relu at 0x7f7b05e984d0>,2048,0.2,0.2,26,<function binary_crossentropy at 0x7f7b088b0e60>,128,64,SGD
42,0.0007531479187548921,0.00205038,0.0007499084867420098,0.0017321488,<function sigmoid at 0x7f7b05e985f0>,<function sigmoid at 0x7f7b05e985f0>,4096,0.5,0.4,42,<function logcosh at 0x7f7b088b0cb0>,32,64,Adam
34,0.0007867129608043635,0.054314025,0.0007745851154226919,0.47720414,<function sigmoid at 0x7f7b05e985f0>,<function relu at 0x7f7b05e984d0>,128,0.30000000000000004,0.5,34,<function logcosh at 0x7f7b088b0cb0>,8,128,SGD
8,0.0003317960125516801,0.6763917,0.0003581867908816666,0.65048516,<function sigmoid at 0x7f7b05e985f0>,<function sigmoid at 0x7f7b05e985f0>,32,0.5,0.1,10,<function logcosh at 0x7f7b088b0cb0>,32,16,Adam
34,0.0003963421971295107,0.6267613,0.0003824405867006477,0.66191757,<function relu at 0x7f7b05e984d0>,<function sigmoid at 0x7f7b05e985f0>,4096,0.1,0.5,34,<function logcosh at 0x7f7b088b0cb0>,16,128,Adam
42,0.001420912179162533,0.0030090993,0.0011213651827044599,0.3064834,<function relu at 0x7f7b05e984d0>,<function sigmoid at 0x7f7b05e985f0>,4096,0.5,0.4,42,<function logcosh at 0x7f7b088b0cb0>,64,64,SGD
4,0.0007485658740238549,0.001894852,0.0007513501310954723,0.0017321488,<function sigmoid at 0x7f7b05e985f0>,<function relu at 0x7f7b05e984d0>,2048,0.30000000000000004,0.30000000000000004,26,<function logcosh at 0x7f7b088b0cb0>,16,16,RMSprop
6,0.0007600920722209846,0.0018551375,0.0007513514233667886,0.0017321488,<function relu at 0x7f7b05e984d0>,<function relu at 0x7f7b05e984d0>,4096,0.4,0.30000000000000004,26,<function logcosh at 0x7f7b088b0cb0>,16,16,RMSprop
18,0.0006032534874495396,0.7204396,0.0006217813251030113,0.6637964,<function sigmoid at 0x7f7b05e985f0>,<function sigmoid at 0x7f7b05e985f0>,1024,0.1,0.1,18,<function logcosh at 0x7f7b088b0cb0>,128,8,RMSprop
4,0.00027489710036141327,0.6993701,0.00041368200792332206,0.5857713,<function relu at 0x7f7b05e984d0>,<function sigmoid at 0x7f7b05e985f0>,32,0.4,0.30000000000000004,10,<function logcosh at 0x7f7b088b0cb0>,128,64,Adam
14,0.000751951554553875,0.0019243013,0.0007500442735793878,0.0017321488,<function relu at 0x7f7b05e984d0>,<function sigmoid at 0x7f7b05e985f0>,512,0.1,0.30000000000000004,18,<function logcosh at 0x7f7b088b0cb0>,16,32,Adam
8,0.010030291278390268,0.5838491,0.015728294666339158,0.4947407,<function sigmoid at 0x7f7b05e985f0>,<function relu at 0x7f7b05e984d0>,16,0.1,0.2,34,<function binary_crossentropy at 0x7f7b088b0e60>,64,32,RMSprop
26,0.0008097443287082847,0.20226355,0.0007965044580676815,0.61849225,<function relu at 0x7f7b05e984d0>,<function relu at 0x7f7b05e984d0>,128,0.30000000000000004,0.30000000000000004,26,<function logcosh at 0x7f7b088b0cb0>,64,16,SGD
34,0.0013412578643924925,0.36638224,0.0013257657416095028,0.4958508,<function relu at 0x7f7b05e984d0>,<function relu at 0x7f7b05e984d0>,1024,0.2,0.5,34,<function logcosh at 0x7f7b088b0cb0>,8,128,SGD
26,0.002611703762800633,0.21766451,0.0025526042879509365,0.35050654,<function relu at 0x7f7b05e984d0>,<function relu at 0x7f7b05e984d0>,2048,0.4,0.4,26,<function logcosh at 0x7f7b088b0cb0>,8,64,SGD
34,0.011470962542929258,0.21790415,0.011545160108262923,0.16587524,<function relu at 0x7f7b05e984d0>,<function relu at 0x7f7b05e984d0>,128,0.4,0.30000000000000004,34,<function binary_crossentropy at 0x7f7b088b0e60>,16,32,SGD
42,0.011240146828320577,0.06894332,0.011036152827661568,0.24949193,<function sigmoid at 0x7f7b05e985f0>,<function sigmoid at 0x7f7b05e985f0>,2048,0.4,0.30000000000000004,42,<function binary_crossentropy at 0x7f7b088b0e60>,32,64,Adam
42,0.00434903759503794,0.6965444,0.004644388976034235,0.6538231,<function sigmoid at 0x7f7b05e985f0>,<function relu at 0x7f7b05e984d0>,1024,0.2,0.1,42,<function binary_crossentropy at 0x7f7b088b0e60>,8,128,RMSprop
3,0.004417258770776332,0.69591147,0.005307264447124971,0.6425289,<function relu at 0x7f7b05e984d0>,<function relu at 0x7f7b05e984d0>,128,0.4,0.2,18,<function binary_crossentropy at 0x7f7b088b0e60>,128,64,RMSprop
18,0.013540990496981223,0.0018470791,0.013113092573735285,0.035951138,<function sigmoid at 0x7f7b05e985f0>,<function sigmoid at 0x7f7b05e985f0>,4096,0.30000000000000004,0.1,18,<function binary_crossentropy at 0x7f7b088b0e60>,128,32,Adam
41,0.000248667690213572,0.7232427,0.00027664957090046017,0.6643183,<function relu at 0x7f7b05e984d0>,<function sigmoid at 0x7f7b05e985f0>,1024,0.2,0.30000000000000004,42,<function logcosh at 0x7f7b088b0cb0>,128,32,Adam
34,0.011879726423020922,0.044628598,0.011861033026300158,0.13812132,<function relu at 0x7f7b05e984d0>,<function sigmoid at 0x7f7b05e985f0>,128,0.5,0.2,34,<function binary_crossentropy at 0x7f7b088b0e60>,16,32,SGD
10,0.0007581955325304272,0.0018845843,0.0007530727690056254,0.1475394,<function sigmoid at 0x7f7b05e985f0>,<function relu at 0x7f7b05e984d0>,32,0.4,0.2,10,<function logcosh at 0x7f7b088b0cb0>,64,128,SGD
34,0.011146731948926061,0.29505932,0.011263725704631548,0.2685658,<function relu at 0x7f7b05e984d0>,<function relu at 0x7f7b05e984d0>,128,0.4,0.4,34,<function binary_crossentropy at 0x7f7b088b0e60>,16,32,SGD
10,0.00459935856821671,0.6673831,0.004641227288609586,0.6442483,<function relu at 0x7f7b05e984d0>,<function sigmoid at 0x7f7b05e985f0>,1024,0.30000000000000004,0.30000000000000004,10,<function binary_crossentropy at 0x7f7b088b0e60>,64,128,Adam
2,0.0007484931096571224,0.0017248553,0.0007513731314504409,0.0017321488,<function sigmoid at 0x7f7b05e985f0>,<function relu at 0x7f7b05e984d0>,16,0.4,0.5,10,<function logcosh at 0x7f7b088b0cb0>,32,32,RMSprop
9,0.013106390793128317,0.42310527,0.02194563006683409,0.35550505,<function sigmoid at 0x7f7b05e985f0>,<function relu at 0x7f7b05e984d0>,16,0.2,0.4,42,<function binary_crossentropy at 0x7f7b088b0e60>,32,16,RMSprop
26,0.011383431309876296,0.1986461,0.011450800063548207,0.23533893,<function relu at 0x7f7b05e984d0>,<function sigmoid at 0x7f7b05e985f0>,128,0.5,0.1,26,<function binary_crossentropy at 0x7f7b088b0e60>,8,8,SGD
20,0.0003477458132538158,0.66277915,0.00036684995382054613,0.6462979,<function sigmoid at 0x7f7b05e985f0>,<function relu at 0x7f7b05e984d0>,1024,0.1,0.5,34,<function logcosh at 0x7f7b088b0cb0>,16,128,RMSprop
26,0.0008642209416015812,0.0023760628,0.0007855151032827704,0.004963334,<function sigmoid at 0x7f7b05e985f0>,<function relu at 0x7f7b05e984d0>,512,0.5,0.5,26,<function logcosh at 0x7f7b088b0cb0>,64,128,SGD
26,0.0007898049332773063,0.001770127,0.0007641168980925797,0.015444997,<function sigmoid at 0x7f7b05e985f0>,<function sigmoid at 0x7f7b05e985f0>,4096,0.5,0.2,26,<function logcosh at 0x7f7b088b0cb0>,8,64,Adam
34,0.0007518709093970301,0.0036420934,0.000751657497778085,0.2826675,<function sigmoid at 0x7f7b05e985f0>,<function relu at 0x7f7b05e984d0>,32,0.1,0.2,34,<function logcosh at 0x7f7b088b0cb0>,16,64,SGD
26,0.0007116579423345823,0.47108087,0.0007144905658525325,0.6535911,<function sigmoid at 0x7f7b05e985f0>,<function sigmoid at 0x7f7b05e985f0>,4096,0.4,0.1,26,<function logcosh at 0x7f7b088b0cb0>,8,64,RMSprop
10,0.016083004205657503,0.37583932,0.014973842941710974,0.44570506,<function sigmoid at 0x7f7b05e985f0>,<function relu at 0x7f7b05e984d0>,4096,0.30000000000000004,0.1,10,<function logcosh at 0x7f7b088b0cb0>,8,8,SGD
16,0.00371637580216146,0.7193469,0.003941627522722936,0.69340026,<function relu at 0x7f7b05e984d0>,<function relu at 0x7f7b05e984d0>,64,0.2,0.4,42,<function binary_crossentropy at 0x7f7b088b0e60>,64,64,Adam
18,0.011121157561413336,0.2827766,0.0112365438687252,0.23864576,<function relu at 0x7f7b05e984d0>,<function relu at 0x7f7b05e984d0>,64,0.1,0.2,18,<function binary_crossentropy at 0x7f7b088b0e60>,64,8,SGD
26,0.01375938262689351,0.0023180437,0.01260394045525169,0.022285214,<function sigmoid at 0x7f7b05e985f0>,<function sigmoid at 0x7f7b05e985f0>,2048,0.2,0.5,26,<function binary_crossentropy at 0x7f7b088b0e60>,128,32,SGD
4,0.0007478364025885677,0.0019341871,0.0007507582541911638,0.0017321488,<function sigmoid at 0x7f7b05e985f0>,<function sigmoid at 0x7f7b05e985f0>,512,0.1,0.5,34,<function logcosh at 0x7f7b088b0cb0>,32,16,RMSprop
34,0.0007514765576598172,0.002151587,0.0007514116482709573,0.0017321488,<function sigmoid at 0x7f7b05e985f0>,<function sigmoid at 0x7f7b05e985f0>,64,0.30000000000000004,0.30000000000000004,34,<function logcosh at 0x7f7b088b0cb0>,32,128,SGD
34,0.0011600327782674998,0.0021014088,0.0010023846954454272,0.24586205,<function sigmoid at 0x7f7b05e985f0>,<function sigmoid at 0x7f7b05e985f0>,4096,0.2,0.30000000000000004,34,<function logcosh at 0x7f7b088b0cb0>,128,128,SGD
18,0.007495005103073164,0.5313552,0.006924395843748109,0.6382901,<function relu at 0x7f7b05e984d0>,<function sigmoid at 0x7f7b05e985f0>,2048,0.4,0.4,18,<function binary_crossentropy at 0x7f7b088b0e60>,8,32,RMSprop
13,0.0003076074282604141,0.70358896,0.00031766736953170585,0.64904296,<function relu at 0x7f7b05e984d0>,<function sigmoid at 0x7f7b05e985f0>,32,0.4,0.4,26,<function logcosh at 0x7f7b088b0cb0>,8,8,Adam
7,0.004428844521817933,0.69370353,0.004715772597134363,0.63925886,<function relu at 0x7f7b05e984d0>,<function sigmoid at 0x7f7b05e985f0>,512,0.5,0.2,18,<function binary_crossentropy at 0x7f7b088b0e60>,32,128,RMSprop
42,0.000751653393582417,0.03135616,0.0007534499382984522,0.116315246,<function relu at 0x7f7b05e984d0>,<function sigmoid at 0x7f7b05e985f0>,32,0.5,0.1,42,<function logcosh at 0x7f7b088b0cb0>,8,16,SGD
5,0.005241048606408023,0.63089734,0.005209261097660414,0.6305029,<function sigmoid at 0x7f7b05e985f0>,<function sigmoid at 0x7f7b05e985f0>,64,0.2,0.5,18,<function binary_crossentropy at 0x7f7b088b0e60>,64,64,Adam
8,0.00027900425335781207,0.70912874,0.0003595630973833866,0.61326104,<function relu at 0x7f7b05e984d0>,<function relu at 0x7f7b05e984d0>,16,0.1,0.30000000000000004,34,<function logcosh at 0x7f7b088b0cb0>,16,64,Adam
5,0.0008283134177530832,0.00497659,0.0007513656741704756,0.0017321488,<function relu at 0x7f7b05e984d0>,<function relu at 0x7f7b05e984d0>,512,0.4,0.30000000000000004,42,<function logcosh at 0x7f7b088b0cb0>,128,16,Adam
10,0.0007526340909600717,0.0020566816,0.000750310136695444,0.0017321488,<function sigmoid at 0x7f7b05e985f0>,<function relu at 0x7f7b05e984d0>,2048,0.2,0.1,10,<function logcosh at 0x7f7b088b0cb0>,16,128,Adam
11,0.0005118283862557315,0.50085866,0.0005061946958358975,0.4314081,<function relu at 0x7f7b05e984d0>,<function relu at 0x7f7b05e984d0>,16,0.30000000000000004,0.30000000000000004,26,<function logcosh at 0x7f7b088b0cb0>,64,8,RMSprop
18,0.004631165779061076,0.6597291,0.004379615263810932,0.6350424,<function relu at 0x7f7b05e984d0>,<function sigmoid at 0x7f7b05e985f0>,1024,0.2,0.4,18,<function binary_crossentropy at 0x7f7b088b0e60>,32,64,Adam
10,0.010207742538109327,0.011091916,0.009035995919313864,0.37904283,<function sigmoid at 0x7f7b05e985f0>,<function sigmoid at 0x7f7b05e985f0>,4096,0.5,0.2,10,<function logcosh at 0x7f7b088b0cb0>,16,16,SGD
10,0.008946370596212578,0.0027262915,0.00806774888320408,0.08641079,<function sigmoid at 0x7f7b05e985f0>,<function sigmoid at 0x7f7b05e985f0>,4096,0.5,0.1,10,<function logcosh at 0x7f7b088b0cb0>,8,16,SGD
7,0.0038255168177302435,0.70716023,0.004273353332473946,0.6668262,<function relu at 0x7f7b05e984d0>,<function relu at 0x7f7b05e984d0>,2048,0.1,0.2,18,<function binary_crossentropy at 0x7f7b088b0e60>,128,32,RMSprop
4,0.00031234600678824815,0.66603035,0.0003944966213900162,0.6132668,<function relu at 0x7f7b05e984d0>,<function sigmoid at 0x7f7b05e985f0>,128,0.5,0.4,10,<function logcosh at 0x7f7b088b0cb0>,128,128,RMSprop
42,0.0009383623239416972,0.0030086203,0.0008679456107068509,0.34010082,<function sigmoid at 0x7f7b05e985f0>,<function relu at 0x7f7b05e984d0>,1024,0.5,0.1,42,<function logcosh at 0x7f7b088b0cb0>,32,64,SGD
34,0.01361114402400626,0.0019831087,0.013048240929928236,0.0017321488,<function relu at 0x7f7b05e984d0>,<function sigmoid at 0x7f7b05e985f0>,4096,0.4,0.30000000000000004,34,<function binary_crossentropy at 0x7f7b088b0e60>,64,64,SGD
3,0.010514814749071321,0.22507814,0.013371544946816465,0.33509785,<function sigmoid at 0x7f7b05e985f0>,<function relu at 0x7f7b05e984d0>,32,0.2,0.30000000000000004,10,<function binary_crossentropy at 0x7f7b088b0e60>,128,32,RMSprop
8,0.0007522635470487879,0.002802153,0.0007501361854085234,0.0017321488,<function sigmoid at 0x7f7b05e985f0>,<function sigmoid at 0x7f7b05e985f0>,4096,0.4,0.4,18,<function logcosh at 0x7f7b088b0cb0>,128,16,RMSprop
8,0.0034140667212836464,0.7220999,0.0043786808060583444,0.6727376,<function relu at 0x7f7b05e984d0>,<function sigmoid at 0x7f7b05e985f0>,64,0.2,0.1,18,<function binary_crossentropy at 0x7f7b088b0e60>,128,64,Adam
24,0.0003259385724083319,0.6815969,0.0003595551930060743,0.646773,<function sigmoid at 0x7f7b05e985f0>,<function relu at 0x7f7b05e984d0>,1024,0.1,0.30000000000000004,42,<function logcosh at 0x7f7b088b0cb0>,16,128,RMSprop
34,0.011342671899085758,0.24195689,0.011433654431415242,0.22567973,<function relu at 0x7f7b05e984d0>,<function relu at 0x7f7b05e984d0>,128,0.4,0.1,34,<function binary_crossentropy at 0x7f7b088b0e60>,8,128,SGD
2,0.028189098120922046,0.0018195696,0.013679088362666725,0.0017321488,<function relu at 0x7f7b05e984d0>,<function relu at 0x7f7b05e984d0>,512,0.2,0.4,18,<function binary_crossentropy at 0x7f7b088b0e60>,16,8,Adam
2,0.0007484872419941624,0.0017232853,0.0007513731258696776,0.0017321488,<function relu at 0x7f7b05e984d0>,<function relu at 0x7f7b05e984d0>,128,0.4,0.5,18,<function logcosh at 0x7f7b088b0cb0>,16,32,RMSprop
42,0.0007501745422039375,0.4264856,0.00075274574209169,0.5085866,<function relu at 0x7f7b05e984d0>,<function relu at 0x7f7b05e984d0>,32,0.2,0.30000000000000004,42,<function logcosh at 0x7f7b088b0cb0>,16,8,SGD
26,0.009206951973668847,0.6300155,0.00947135518230154,0.55916566,<function sigmoid at 0x7f7b05e985f0>,<function relu at 0x7f7b05e984d0>,16,0.2,0.5,26,<function binary_crossentropy at 0x7f7b088b0e60>,32,32,SGD
10,0.01158853204884189,0.103889585,0.011478288235327549,0.16803408,<function sigmoid at 0x7f7b05e985f0>,<function sigmoid at 0x7f7b05e985f0>,64,0.4,0.4,10,<function binary_crossentropy at 0x7f7b088b0e60>,8,8,SGD
34,0.00025377527544793944,0.7357805,0.00028805797034066327,0.6678753,<function relu at 0x7f7b05e984d0>,<function sigmoid at 0x7f7b05e985f0>,4096,0.1,0.2,34,<function logcosh at 0x7f7b088b0cb0>,64,128,Adam
26,0.011053205075483368,0.41106975,0.011031830319667642,0.32165843,<function sigmoid at 0x7f7b05e985f0>,<function relu at 0x7f7b05e984d0>,64,0.2,0.5,26,<function binary_crossentropy at 0x7f7b088b0e60>,128,16,SGD
10,0.0010569986715918546,0.08534928,0.000939707394093323,0.29829562,<function sigmoid at 0x7f7b05e985f0>,<function sigmoid at 0x7f7b05e985f0>,1024,0.2,0.5,10,<function logcosh at 0x7f7b088b0cb0>,64,8,Adam
6,0.008512312059824991,0.5624214,0.007481687679435909,0.55258244,<function relu at 0x7f7b05e984d0>,<function relu at 0x7f7b05e984d0>,64,0.5,0.4,10,<function binary_crossentropy at 0x7f7b088b0e60>,8,8,RMSprop
30,0.00026725453214051647,0.6993614,0.0002960730596281424,0.64454985,<function sigmoid at 0x7f7b05e985f0>,<function relu at 0x7f7b05e984d0>,32,0.4,0.2,42,<function logcosh at 0x7f7b088b0cb0>,8,16,Adam
8,0.0041516355871054015,0.7271636,0.0042369062156705235,0.6751463,<function relu at 0x7f7b05e984d0>,<function relu at 0x7f7b05e984d0>,512,0.4,0.2,34,<function binary_crossentropy at 0x7f7b088b0e60>,16,128,RMSprop
10,0.013982873911225685,0.043952394,0.013351838987266555,0.1343642,<function sigmoid at 0x7f7b05e985f0>,<function relu at 0x7f7b05e984d0>,1024,0.4,0.1,10,<function binary_crossentropy at 0x7f7b088b0e60>,8,128,SGD
35,0.003072440232005413,0.76489633,0.0038162918349535124,0.7156745,<function relu at 0x7f7b05e984d0>,<function sigmoid at 0x7f7b05e985f0>,512,0.4,0.1,42,<function binary_crossentropy at 0x7f7b088b0e60>,128,64,Adam
5,0.007517023915905639,0.672403,0.008253850455744982,0.6321978,<function relu at 0x7f7b05e984d0>,<function relu at 0x7f7b05e984d0>,64,0.4,0.4,34,<function binary_crossentropy at 0x7f7b088b0e60>,64,32,RMSprop
42,0.0011616349619803191,0.34115902,0.0011363028773869487,0.560498,<function relu at 0x7f7b05e984d0>,<function relu at 0x7f7b05e984d0>,1024,0.5,0.4,42,<function logcosh at 0x7f7b088b0cb0>,128,32,SGD
15,0.00392237527115041,0.71250427,0.004872982644276843,0.6487802,<function sigmoid at 0x7f7b05e985f0>,<function sigmoid at 0x7f7b05e985f0>,16,0.2,0.4,34,<function binary_crossentropy at 0x7f7b088b0e60>,16,64,Adam
12,0.006821406116416412,0.65404797,0.008346361556867932,0.63343346,<function relu at 0x7f7b05e984d0>,<function relu at 0x7f7b05e984d0>,64,0.1,0.5,42,<function binary_crossentropy at 0x7f7b088b0e60>,32,8,RMSprop
